TaskID	Estimate_label
34XASH8KLRPUGN0B7W73YFNYA3PPMB	happy
3RQVKZ7ZRLMF3DSI1SU2JKIF44372W	surprise
3W0XM68YZQYW97H61IJXI6DWIIP1KF	surprise
39WICJI5AUVN85U7ON0QTEG6KBFZ3Q	surprise
3QI9WAYOGREP4CVBCX4G4OVN7NI6SZ	sad
3UV0D2KX1NM2LKMBNPB20RSUM6I4FT	angry
37MQ8Z1JQFZYIXOJO1K2WX2C83BY2N	angry
3RBI0I35XF6N3FK2S1Y7F774EHBY3Y	sad
3LB1BGHFL3ZS2WIW7G4YXKB28GOYTF	neutral
3QGTX7BCHQ5QMKHB26OJ8BEQY76Z5G	fear
3I7KR83SNBGEYCK15VYQXCVFGUD9KW	angry
309D674SH0OF37NAB2VO0ZDXZL7CBW	disgust
3O71U79SRCSRTFG3ZDBXTKS9XNWSMU	sad
39I4RL8QGKKMZGDHIFZ23C472LV4HR	neutral
3NQUW096N7BPII2JQVARCC8U5UI9LZ	fear
3UY4PIS8QSOXHD29YVBDAYU0CDU1NK	neutral
3GMLHYZ0LF0729XL7LU82GX4RUVYU6	angry
3LEG2HW4UGQSI67OJBSE7CVW2SMF28	angry
38VTL6WC4BGQHU766KM0U45OSD2Y5O	sad
3RWO3EJELICXKYEMEAO5ENZVCSV1PG	angry
3VCK0Q0PO6HXAOHR2C7DWTBQ7LNN02	happy
3G5RUKN2ED6F6I5428Q6P4CJAPI9N1	neutral
3OLZC0DJ8KILPO7G8TIACE5ZFI6VIM	fear
311HQEI8RTJ59OVUQZ3G6VSMPD1Z7V	neutral
31ODACBENVIIEUEVR6IEATCE7OTSQH	neutral
307FVKVSYSIP6R7556DQCZFDOIZ74S	happy
3VADEH0UHD0XEIDGRT3PAOM42S7SPQ	sad
3538U0YQ1GXH3O37NB6JQM0O86MF3J	sad
3H1C3QRA02MDAAZULTXE17JI2IKCEW	surprise
3L2OEKSTWAD94CQ84IT36OFFU33Y8Q	surprise
3HUR21WDDVSZJDRGCQ5VMNW8LCCYXY	surprise
3MNJFORX8C7KH3QB1UUC5JY8M2DF59	neutral
3SZYX62S5H372AB5JBW0HRLROEU75X	fear
33NOQL7T9P29920D04VMKVOH0X7Z8I	sad
3DIIW4IV8QYMVBO1OXHN3O5M2YA4IK	neutral
379OL9DBSTH9IH9I9AZH6KAQE9LY9F	neutral
324N5FAHSYECVJX48W3MPUKC7MVVKX	fear
356TQKY9XG0QPSU7H933TBVIQ4V78Z	angry
39O6Z4JLX30IFJWB7FIBFOSE3VAXVO	neutral
3R16PJFTS4UD16EPO02ZG4KZU2Z4KV	neutral
3OZ4VAIBEYIHKZRMQB3AOFKZSXVVJY	neutral
3E6L1VR4XXPG07QP6D4HXPC8IXOF6P	happy
3R5OYNIC2DCYTIQVGT8FKTIQ4BLPTC	happy
3L55D8AUFB0BGFGLLU988ABYKUOYCW	sad
33KMQD9OFKHMPEPO74BXFBZNFKP77C	happy
371QPA24C3RVCQ7TVRXPJX0S1VG1TL	happy
3EKZL9T8Y9PPUKQWBU5KMAGVUYCCHC	sad
3HUR21WDDVSZJDRGCQ5VMNW8LCCXYX	angry
3EGKVCRQFXVS6AOF7UDDXQ5G29OYBP	neutral
3X2YVV51PV7N47BNQW206H7R5PY1WB	surprise
3N2YPY1GI7199J5UCASJRZ77NPZVED	disgust
3EQVJH0T41O6G1S7XG0ABKGZIKCHT0	happy
3W1K7D6QSCKSB0YK3GFWBXEI83SZBH	sad
3P7QK0GJ3UOYNNYOKNMLA4BEEXFZ2F	angry
3KLL7H3EGE4LTTWW2B0PC24KF5SHVG	happy
3JHB4BPSFLC09FIWI0INTY7OF059QO	neutral
3QREJ3J43409ZELAUS1G2LMAGOUKL4	neutral
3XH7ZM9YX3X0LGXWVF7NYOHTBM79RP	happy
32W3UF2EZPOVI821WNL1SL7RPTQ4CI	sad
3X878VYTIFLZ474UPN9933C4D88F7O	angry
3XD2A6FGFOXCMVX9A47SOYMPXOQ9SD	happy
3A9LA2FRWTHDXI1R2Q170N15VG0HXJ	angry
3SBNLSTU6V8LQXW4HC626N2IBO4ZDO	angry
3EHVO81VN6O57HGYVXG05EX4Q1L1HB	happy
3IKDQS3DQF3PQF1GHCN5MMHAUBRCI5	sad
3PZDSVZ3J6KE9CZSLDUF8W13OX44N0	sad
3MGHRFQY2MSRMNL59EGOD99XB5RY03	happy
33KGGVH24VK2T7GD01YM80LYER41X4	sad
3RDTX9JRTZ4Q3XDHM19HT7QTAAD79O	happy
3KWGG5KP6K5BMYR72RLXEFORBKBCML	neutral
31J7RYECZMT7TDZOMIVYX6QB7IU1LI	disgust
3W31J70BATZGWAR4HF8HZ2WNMFGCKG	sad
33N1S8XHHNORY2GS1JM75L19MR21Z1	angry
359AP8GAGHNS1VKKYLJ8VXR1GVG7C5	sad
3SR6AEG6W6W2XNR17MN9J18EXMUHYP	happy
3CZH926SIDHAF6MFSERWI97UA534EB	sad
3L21G7IH48ZRTC6N5XKORES7GXY1YA	happy
3UUSLRKAUM626NQYYHEJF39J1VS7D5	sad
302OLP89D0AAKXII5OVS5OTRH3MCA1	neutral
3YD0MU1NC3448GNME7NHP21DGSV7A3	sad
3SBX2M1TKEQZC9CK15MWCQW8T8R4QN	neutral
36BTXXLZ2WBZOARKEKBWHG6DPUT4RO	disgust
3Z33IC0JC1PSENED4ZCXZL6WWSK9VI	angry
3U18MJKL1VPH4GC7ES0XRUDRGALCNL	happy
367O8HRHKHBBPPRXT9B17QB9BWC4SC	sad
3BFNCI9LYLT4OVO15S872UN7AI3737	happy
3FCO4VKOZ5G7YT4YUCP3LLR417T7EY	neutral
3JVP4ZJHDQV5WN605WULRLF9LMUI0I	neutral
3UQVX1UPFTK1L2SYGT9T458SWQX20R	fear
3IZVJEBJ6BNM5OHP7PYO0HSQU2HZ6W	angry
3MIVREZQVI1KQB1NMX9CJ7L4QUHKQT	disgust
30IRMPJWD0MK2CGNZCYCOXV9MGJKRU	neutral
3ZQA3IO31CUFZY2LZABQPNU52NZ1OZ	angry
3RKHNXPHGXZCI48436THT8ITTFNKUY	neutral
3IH9TRB0FC253CRI1FYL5QYJQE0I1L	angry
30EV7DWJTWYM0Y7KB3W5MAJOO8DY64	neutral
31D0ZWOD0B2QQ5N2T828ANRQ8EPA06	neutral
3S1L4CQSFY8HN92SWQLTDUEUEGEFAF	neutral
30EMX9PEVLMW3RG0E1YHE7058I2KSI	sad
3WJGKMRWVJC8I4LUPYMUVP1X26JCD3	sad
3ZTE0JGGCFVZM1CJF70A6JDW6KQCO0	sad
3W9XHF7WGLYXIRTF3137OCWRA1GKT7	sad
3DWNFENNE4YIQM876F2NFPKMFDZ4JW	happy
3EQPA8A375ZYTJWWR8SD9LXVG81ZJ2	happy
379OL9DBSTH9IH9I9AZH6KAQE9M9YR	happy
324N5FAHSYECVJX48W3MPUKC7MWKVN	neutral
3E9VAUV7BXHNN0JN1GDH2FLAKR3YAU	disgust
3XDJY5RK5TOR42J1IE61MRTXWTX4US	fear
3X878VYTIFLZ474UPN9933C4D887FG	neutral
3ZXV7Q5FJCR5GOZQG4HKJP4IEJZFCH	fear
3WUVMVA7OC6NSQTSX2F0GMUCQL7ZAM	neutral
38XPGNCKHU3RHH81N4G6IDVGA064VH	angry
3MA5N0ATTDEPA8X9Y68IBW3QEVYKWX	angry
3B6F54KMR3FUXQUE6RSZ9S46ZC21SW	happy
3PUOXASB5869N7JN5W10KRJSK3Q9ZI	sad
3GVPRXWRPIXJEY6KQVFU60PWT007I7	angry
3S37Y8CWI934W686DEL24FEUH984WR	happy
3BDORL6HKLG2JE4Z7ZHE0EI1H7ACR9	sad
32CAVSKPCFSAC3MIVWNZOTMUK9N1UC	sad
3ZXNP4Z39SOL4ZEQBYC7YGHOA4U7LL	angry
3XEIP58NL1Q4O9KWUT4QP0ANKX6ZL4	angry
391FPZIE4DPLGE7WXLQKGG211YJHUR	neutral
3SSN80MU8DR4Z82Z8B44DFHXNX4KXQ	sad
35A1YQPVFFJ4RUS1220X8GB02U5I53	happy
3DWGDA5POG7APIBI0MX4KFODYGW1V1	sad
3909MD9T20KKDMJ4CVNF9D4LZVCFEA	sad
3B9J25CZ26GEKT4CMOHJQONX39TCSX	sad
3WKGUBL7S0POLCW790E0V4XEJ244LY	sad
3AA88CN98Q6TZDS9D7Q6WTO6P3YKYW	sad
3GONHBMNHW1OUR2HU555PDPCK2WZM6	angry
391JB9X4ZZBT5W3VU42V2Y1ZGTKKM6	happy
38O9DZ0A63QWZDEDIIPAD6IJ9TJ26S	angry
32XN26MTX0M7MOE6QZRYJ1712QOL0Z	angry
3V0TR1NRVB57PT53C9PAMQH3PQ5A4M	surprise
3YOAVL4CA1K8Q1DBO1593J8CYBC4ZH	happy
3IYI9285WT3LLQLMZU85YNWA7QGCJH	disgust
3RWSQDNYLAPCJ0J0767LRVPLBWRFFS	neutral
31J7RYECZMT7TDZOMIVYX6QB7IUL12	happy
3G4VVJO6P0JZQZ08MKUNJ2VULYVKP2	surprise
3DIIW4IV8QYMVBO1OXHN3O5M2YAI4Y	happy
33NKDW9FFYLMGAQBGYN6PW4PIOVCX5	neutral
3VLL1PIENRRCUUNT7LKIHHEHF2BZOL	surprise
3G57RS03HI80G9EZDZF5L04JDY825C	neutral
3PA41K45VO7BVKTO3Q5EFXQ8FEV7PJ	neutral
3L1EFR8WWU83IQSN4K7THZ3A8YWF90	surprise
3G3AJKPCXMV8LB36SF3QPCZASH84YQ	sad
3G57RS03HI80G9EZDZF5L04JDY852F	neutral
3OJX0UFJ00AS18PDZ92S3Z4DILB9UT	neutral
37SOB9Z0ST033GD39M9HLZ58528L3U	neutral
3GVPRXWRPIXJEY6KQVFU60PWT00I7I	fear
3FBEFUUYRL8L4G9HVXIPJO1HLHBA67	sad
3BO3NEOQM1K1X04IXYREGRRMU86IA9	angry
3AC6MFV69LL22D1638PSX8HG3GYHZG	happy
3TCFMTM8HFR1SRDGCCDTIAR21I321U	sad
3I7SHAD35NZ5AHWBBADMYTWDA9K7MN	sad
3MQY1YVHS4N25PV8E96IOM4BNUU2BD	neutral
3T5ZXGO9DFRFF609MYCM6M9HU3TZQT	disgust
3X4Q1O9UBIPTAKHNOQSZQXLI59Z7O2	angry
3FW4EL5A3MR8HCVCVGD7NT17TOH22B	neutral
3TFJJUELSISLFUNES92DZ6AT5FU2CK	neutral
3OCZWXS7ZPA6HV07N5XA0W3SJYZL5K	surprise
34OWYT6U3XKNSHUD5SDEKWG2OQOI9U	neutral
3ECKRY5B1RZ2Y8CQ9Q7DXKIV3TCZIQ	angry
3BVS8WK9Q1Y6GA9A3CRAB2BSCQRIB4	sad
33Q5P9PUSQPBL5QQHGBRMHK0QOTCZ2	disgust
3WKGUBL7S0POLCW790E0V4XEJ24L4F	fear
3RZS0FBRWLDH71OKU7DPVJIMGPMCPH	sad
3HEA4ZVWVEPSF6XMVIH3J77VX8Z55G	sad
30UZJB2POIFP1RAIHZTA4A9BJC853Q	happy
3YD0MU1NC3448GNME7NHP21DGSVA76	surprise
3S8APUMBJYMM6J7K24LP85Y0WYZFBA	happy
3L55D8AUFB0BGFGLLU988ABYKUPCYB	surprise
33IXYHIZB6L0CS7SO088PUAWQR72ED	happy
3XDSWAMB23V27DPZUKSEVO8WLL8CQ8	disgust
30Z7M1Q8UZN88US5OCFN32X8RC1A8T	neutral
3SZYX62S5H372AB5JBW0HRLROEU57V	fear
3OID399FXHAFLG54G0CV3VM0ZJBFDH	happy
39O0SQZVJOAW7X93GI93KSQNGWJ7RB	sad
3O2Y2UIUCRXNZMBE8HYI78HQJS8FKU	angry
3OQQD2WO8J91DF5XOJC4TJDGOYEI3D	sad
3I01FDIL6NBVKMTSS5XOJCSBQF6D2V	happy
3ZXNP4Z39SOL4ZEQBYC7YGHOA4UL7Z	happy
3AJA9FLWSD1WTRLQ8ED6US2DROJFIJ	sad
3Y7LTZE0YUP77Z7Q37WRGN66XOZZUY	sad
3MJ9GGZYO49XMFQG8V6MTBK55C9A2Q	fear
341YLJU21J2CSX9EKJYZA98OIKE2IM	sad
374UMBUHN6SFZTHRBOM90TJJ5S7CTM	sad
3T6SSHJUZGDG3ING9MJRXPF57GBIID	happy
3GV1I4SEOAS20Z0LSO7FS2HSFTAL60	sad
3CVDZS288I3IPABHTTBYML9U8X3FMZ	happy
3UEDKCTP9WTAKTW8QY06JG49L4P7KI	sad
3UL5XDRDNDMB2OGOTGO6VRHMZY058I	surprise
3LEG2HW4UGQSI67OJBSE7CVW2SM2FV	happy
30QQTY5GMLNONP1KKC48P3D7NVN7UF	neutral
32FESTC2NITUZ6WGBTCJ5P5LO6ECUD	surprise
39XCQ6V3KZ7OYAX001R8BDLVT3A56W	angry
3VGET1QSZ121FTQPFCJ97RY48BY7WE	neutral
32PT7WK7DNIK54PBW5BT2MX3WT6D36	neutral
3QTFNPMJC7LUC9NH66K52SECPS6ZN6	sad
301KG0KX9DOCW2YUE1GEAX79I7Z2HT	neutral
3RHLQY6EDU75N08FWJGCCRP9AT2D4R	neutral
36818Z1KV4GM7XMZCVKRCLPXBQ9A31	happy
3UQ1LLR26BB3N1COI1OR87JEBC0LAQ	sad
3TL87MO8CNSYJSTWTHAJM8U58SDFLX	sad
3JGHED38EEU54YLPUD1XSOJKJJY7YD	neutral
3N3WJQXELTTEIYHK5MVC2P0GZO8L2J	neutral
3GS542CVJWQBGTZYY8UKVNCXJ4I597	surprise
34F34TZU7X28N8TK21JZMANOVZ32JY	surprise
3MJ9GGZYO49XMFQG8V6MTBK55C92AI	sad
3NSCTNUR20QPLC93QE8KRINHPM05AM	happy
3A520CCNWO3PHV2W1F1NVCTU2FZAES	happy
3IKMEYR0LXY3YSZ2KMJBNPN1AO32KX	angry
3NSCTNUR20QPLC93QE8KRINHPM0A5R	neutral
3J94SKDEKJSNJJCFAOZMHJVNAPXD5W	sad
3TD33TP5DM5RASQCROZXU4N9ZIMABS	fear
3PMR2DOWOP4AJNTMHDYTEF1HXC454B	happy
3HXCEECSQNWOO8RVD8TGJ8CJTCAZYW	sad
31YWE12TE1FG4TVFPHFV9ACBHD47X7	sad
3VO4XFFP16PWVWU333K3F2GIKAH7QA	sad
3UUSLRKAUM626NQYYHEJF39J1VSD7B	happy
3UOMW19E6E9DER61AS4BXDD5PPL5CO	neutral
36JW4WBR07NWXWA62WVLUG1YRB4FHQ	sad
3TX9T2ZCBA4KZ3WVY7BSYBR3I4AZWX	disgust
3J94SKDEKJSNJJCFAOZMHJVNAPX5DO	happy
3PCPFX4U41T9AP99LMIF3UTZIY0FQM	sad
375VSR8FVXCFR7F9ZD1MBCJMQPVZRU	happy
39KMGHJ4R0DUPSPK165FLHFDZSD005	neutral
3PN6H8C9R5TKPPOW5KQ3PUB923YADZ	neutral
3BPP3MA3TDN6DET0Y6QD4Q95WRYLEL	angry
3I01FDIL6NBVKMTSS5XOJCSBQF62DK	angry
3EFNPKWBMTRQ6KOHKTNYNFDK24X030	happy
3RSBJ6YZEDT6PDWT69QBEPYZ3XIFOE	angry
35NNO802AWZ8HJY762WJ2XBMTF5INT	angry
3AXFSPQOYR1SO25WQWY66THD438FJV	sad
33CLA8O0MJE9MQO9Y17F8K34EK2FRN	disgust
3JUDR1D0D7UP9VXXXR38JBZA9UV2QP	happy
3BS6ERDL94AJ2NCTF79R9P9N6K8D6C	happy
34R0BODSP22SBPQF6JA6N1D8A1Y5EH	disgust
3AFT28WXLG5QZ4YJ7HWWHMBRJPAIO8	neutral
33W1NHWFYIOS7MS1326HBRK4EASZT7	neutral
3JYPJ2TAYJBOAD8UL93Q3P3PD2EFPV	neutral
3TC2K6WK9H5J3RX1BXM8XKEAFO982K	fear
3SNR5F7R93W4NDLUD3T0CAHDFN4IE4	happy
3OKP4QVBP30N19YN7ARBVFE6FVEAG9	happy
37SDSEDINA5CE6F5STMUS145NIV813	neutral
3XU9MCX6VPFPLWCXA6S8O19F5GX2RQ	neutral
3WGCNLZJKGBOV1BW91XAETI6Y9SD1E	surprise
386659BNTMKUWHA2XP9FZMYN4KJ018	fear
3B286OTISFKXSBOOFGCESS6M7NVAJD	happy
3I6NF2WGIHZQV3M6CE0UN4YKNHD5GY	happy
3M0556243TNO7SWH5UQYZ0YUDNDFNZ	sad
3P7RGTLO6FGS3VU6X1CQT76ZMCVAKC	neutral
3BO3NEOQM1K1X04IXYREGRRMU86AI1	angry
35A1YQPVFFJ4RUS1220X8GB02U55IQ	sad
3NQUW096N7BPII2JQVARCC8U5UIL9B	surprise
3D06DR5226MNTJU9IDP68KY3BHQAMH	angry
3P4C70TRMSK4XSPR41G14TUH97DLG2	sad
3UL5XDRDNDMB2OGOTGO6VRHMZY085L	sad
3OWZNK3RYMSH1O4EE0NDTCWZCF12UU	surprise
3BAWBGQGYM2O04QKP2EDLPFQ12W7V4	fear
35O6H0UNLTJ0M5C7KKLXKHQ0F9U5J2	sad
3MNJFORX8C7KH3QB1UUC5JY8M2D5FZ	happy
3N3WJQXELTTEIYHK5MVC2P0GZO82L0	happy
3IQ9O0AYW726CW3R3YIVBWHEIXRITU	surprise
3PN6H8C9R5TKPPOW5KQ3PUB923YDA2	neutral
3UXQ63NLABP86BHGOFON3I3KTULLBL	neutral
3TKXBROM5UDCYT7MR44R9QU5KV0IJP	neutral
3D1UCPY6GHC8O9TKFX0DGUJ2L2983V	sad
3VMHWJRYHWJTJMAL70D7X2PSF1NFXJ	fear
3P4ZBJFX2W6EUM5VXVHLVJBL6ZHFWQ	surprise
3GITHABACZO46YK5HZBRFH454J82N2	neutral
3N5YJ55YXH6TB1F9UE46LZN3G70ANH	happy
3D1TUISJWJ3LC9IG3385GS3G1BYIUL	surprise
3PUV2Q8SV57P8ZTOBYQZK5VFKLJDBX	angry
3UQ1LLR26BB3N1COI1OR87JEBC0ALF	surprise
3OCZWXS7ZPA6HV07N5XA0W3SJYZ5L4	sad
3UDTAB6HH72CLMDX12O8ESG62W709H	happy
3D42WVSDH9YIJR0VCWZ9GGW1H7HFYP	neutral
3Q7TKIAPOUD1L8F02BFTY8RKWFXLDS	sad
3HRWUH63QV5W5V3SZIDPDO7HOTZ5N6	surprise
3VZYA8PITP1TKZBLYCBR2CB4G0O05Q	disgust
3L4YG5VW9OVINWR8PUH5FVJFN6VDD4	disgust
3C8QQOM6JQ4ITJVMUPG4P57XOK5LIU	surprise
3ZICQFRS32LOTY109UVZXFLLZ6EZZN	angry
3JTPR5MTZTFVXPIP25L9LWQDUYU5K1	surprise
3QREJ3J43409ZELAUS1G2LMAGOULK5	angry
38RHULDV9ZIY4D7LY3N6YGODMR9IWK	angry
3TL87MO8CNSYJSTWTHAJM8U58SDLF3	sad
36KM3FWE3SF873P4M5QO0WP076J075	fear
3SX4X51T81CBTMFLVT4J0ON86H5AOW	happy
35YHTYFL1H61FX5Q7LCP9HS7ZQFFVG	neutral
3VAOOVPI30VKJK3SFSDHHLZP5OZLL8	happy
306W7JMRYZ1DR4XXUQFJYDHE9UM8BM	neutral
386T3MLZLOYC7HUNWAIUEWLVIQP08S	surprise
37OPIVELUV6115TYRG9TGFQ7UVRAH8	angry
31KPKEKW4BGV9FSUZM245YBWQWA0BR	disgust
30Z7M1Q8UZN88US5OCFN32X8RC18AR	angry
3WJGKMRWVJC8I4LUPYMUVP1X26JDC4	surprise
3VDVA3ILIEIR7LLNBRYIKEL3B18G1R	neutral
3UQVX1UPFTK1L2SYGT9T458SWQX02P	happy
3EKTG13IZV64P2LDF4EWHYEE5TPLMA	happy
37S0QRNUFCJUP6ZQREV97BRD1O188N	happy
31MCUE39BLPNHOZ2YVC187009LMG3J	disgust
32L724R85MN8K4AKMH9B6MGHTU6IPP	angry
37M4O367VKLQNDISNHYP09IHJ3P5M6	neutral
3EPG8DX9LLTW8GF5FXQHHDCCO805P2	surprise
38Z7YZ2SB45TKGBZMUO06R6RYQSIQG	sad
3MJ28H2Y1FBENG340XD2SD7ME345OL	happy
34HEO7RUG7XEQZ71NLLNUJSDH4PAR5	surprise
338GLSUI44ELN5OMDQ7KYU800MLFSB	angry
3K3G488TR3BH8SGKFA56HI2MT4M5QT	fear
3ZG552ORAN7HE3TEJQXIPYYIQMA2VJ	happy
3QE4DGPGBSE8ZKI6Y9HKICS6NLIG44	happy
3HYV4299H1ZBY79H4HH9ZLNZCRZ8EM	fear
3XQ4XW3ODAF1MBCAPVSDEBEBRIG2SE	sad
3JMNNNO3B27UTSTJ902EB0HWXVC2WT	neutral
3K1H3NEY7M2LZG1ZRKIDLGMC0YBDGE	sad
3E9ZFLPWOZVDTDCB88JS0Z2KVTFIXD	surprise
3087LXLJ6NJLMW4A4OO0OO2H5U20F9	sad
335HHSX8CE8ZZCWABQ0V6GYDFYODHD	surprise
3Y3CZJSZ9LWHKTVKSPU6M8CRPQO5RU	sad
375VMB7D4KMZV77UH8IG6SZSFB3DI6	happy
3K3IX1W4S7UTEMRMATHYPOSYGM1APD	sad
34D9ZRXCYSXQRE7E2ALSKTX9368AST	happy
3THR0FZ95QWSP56PSKT9923J0T4LOP	happy
36MUZ9VAE75NF258LPSPLD10NIWDEX	sad
308KJXFUJS9R6EKTRAQIUYTV5PMATI	angry
3ZUE82NE0B434L9DZS1FH38ZOSE8F4	sad
3VDI8GSXAGW9IL58AC7XZO8BP7E8G3	sad
3ZLW647WAMYX2URVZGRC636ZZ2H32N	disgust
3P7QK0GJ3UOYNNYOKNMLA4BEEXG2ZJ	angry
3YZ7A3YHR6WTL8VX7EUBCIHNBS75SI	neutral
3R15W654VEWVAHJ57XLDY7YJFUMLQX	happy
3WGZLY9VCIP661VH8M6PT35ECFY8DT	sad
3FVBZG9CLKH50SVGZEC0R9EUL9F0H7	neutral
3JAOYN9IHM5MNCNE3G5HPDBR5GH33Y	disgust
3ICOHX7ENDETGI4E9D4U66HHTTN0ER	disgust
3KVQ0UJWPYOMSPC6RJ4C97K8H535WX	neutral
3SD15I2WD3XLKVAWMI3FWGNBF7J364	angry
3BFNCI9LYLT4OVO15S872UN7AI3373	surprise
35XW21VSVHH7NXYIZ1AIT7DKXI7LSM	sad
3IVEC1GSLQ21YNBOJXJLHRDJ3TPJ1Y	happy
3DWNFENNE4YIQM876F2NFPKMFDZJ4B	neutral
3TRB893CSKD5I70P07FRLOCGEN8G7O	neutral
3OPLMF3EU6QA7K6DR5TWUD3EAJZLNA	sad
3X7837UUAE1W59CLP3V2CN40B45J6W	sad
39HYCOOPKPOLRQXL2NG8YL69WKNDMM	happy
3JVP4ZJHDQV5WN605WULRLF9LMU0I0	happy
34F34TZU7X28N8TK21JZMANOVZ3J2F	neutral
