TaskID,Estimate_label
3JMQI2OLF08R98ILEOV8B0V91WHDNE,happy
3JTPR5MTZTFVXPIP25L9LWQDUKE5KT,surprise
3JUDR1D0D7UP9VXXXR38JBZA9GF2QH,neutral
3JVP4ZJHDQV5WN605WULRLF9L8E0IS,surprise
3JY0Q5X05K9OB0BQTAJLR1P9DCBGGJ,happy
3K1H3NEY7M2LZG1ZRKIDLGMC0KUDG5,happy
3K1H3NEY7M2LZG1ZRKIDLGMC0KVGD9,fear
3K2CEDRACC4S8FTIODGN3POVZSUTMC,neutral
3K3G488TR3BH8SGKFA56HI2MTQ65QL,happy
3K8CQCU3KF4QIEICVJ0Y3OKU8CMNWW,fear
3K8CQCU3KF4QIEICVJ0Y3OKU8CMWN5,angry
3KA7IJSNW78YXWWEG7HUKZC4YQ6BP1,angry
3KG2UQJ0MKRLYHMQJA1SBZ28KB5NQS,happy
3KG2UQJ0MKRLYHMQJA1SBZ28KB5QNV,fear
3KI0JD2ZU2L3LEBJOU659XZRKVP674,surprise
3KI0JD2ZU2L3LEBJOU659XZRKVP765,angry
3KL228NDMWPTDM79J140PTH2KTSGKM,happy
3KLL7H3EGE4LTTWW2B0PC24KFRBVHL,sad
3KQC8JMJGDV1HKUDI1UJT7C1O7J3HX,happy
3KTCJ4SCVH4RZVH9MUWDXJ507941MC,sad
3KTZHH2ONJI9AV1ULF5SCTS8LFA8M3,angry
3KVQ0UJWPYOMSPC6RJ4C97K8HRMW5F,fear
3KVQ0UJWPYOMSPC6RJ4C97K8HRN5WP,happy
3L1EFR8WWU83IQSN4K7THZ3A8KG9FM,surprise
3L21G7IH48ZRTC6N5XKORES7GJHY1Y,happy
3L21G7IH48ZRTC6N5XKORES7GJI1Y2,sad
3L2OEKSTWAD94CQ84IT36OFFUPNY8I,fear
3L2OEKSTWAD94CQ84IT36OFFUPO8YT,happy
3L55D8AUFB0BGFGLLU988ABYKG8YCO,angry
3L7SUC0TTVXRS6WRQBSDJEMQ2HY0M8,neutral
3LAZVA75NJUMOJKHIEB4U64AUFWO2U,angry
3LAZVA75NJUMOJKHIEB4U64AUFX2O9,sad
3LB1BGHFL3ZS2WIW7G4YXKB2828TY2,fear
3LB1BGHFL3ZS2WIW7G4YXKB2828YT7,happy
3LEG2HW4UGQSI67OJBSE7CVW2E62FN,happy
3LN3BXKGC1YK8M1Q8FN3D4BX700WGX,fear
3LN3BXKGC1YK8M1Q8FN3D4BX701GWI,happy
3LN50BUKPWEAA5IQ7K6OY289AKJLPX,angry
3LVTFB9DE6LFOP54W6OXLFTBJZJQGN,happy
3LVTFB9DE6LFOP54W6OXLFTBJZKGQE,disgust
3LXX8KJXPXCXO35G3NQJ4TCO0L6O9M,surprise
3M47JKRKCY47LSG2YZYBNXVMVFV68R,neutral
3M47JKRKCY47LSG2YZYBNXVMVFV86T,happy
3M4KL7H8KWQPASWHZEPW8N8EH9P162,angry
3M4KL7H8KWQPASWHZEPW8N8EH9P617,angry
3M67TQBQQIR8MZBFT4L13YSJB439A9,neutral
3M7OI89LVZR9XV6FFBEGPJR5L6G6CX,sad
3M93N4X8HLQ1S7AIWGY5DS0STFMJSA,sad
3MA5N0ATTDEPA8X9Y68IBW3QEHHWK0,angry
3MD8CKRQZ0QPRSA5HRY0NIVW7D3JRM,fear
3MDKGGG61RQQJC8Q1X96ETR99SFT62,happy
3MDKGGG61RQQJC8Q1X96ETR99SG6TG,surprise
3MDWE879UI5D59G7ZILXY9CPTMO9B4,happy
3MDWE879UI5D59G7ZILXY9CPTMOB96,sad
3MGHRFQY2MSRMNL59EGOD99XBRBY0V,neutral
3MGHRFQY2MSRMNL59EGOD99XBRC0YY,sad
3MIVREZQVI1KQB1NMX9CJ7L4QG0QKQ,happy
3MJ28H2Y1FBENG340XD2SD7MEPNO5V,sad
3MJ28H2Y1FBENG340XD2SD7MEPO5OD,angry
3MJ9GGZYO49XMFQG8V6MTBK55YT2AA,angry
3MNJFORX8C7KH3QB1UUC5JY8MOX5FR,happy
3MQKOF1EE3RHW2RZ6PMV7J80U8KWDN,surprise
