HITId	WorkerId	Answer.category.label
3YLTXLH3DG98O9Z0GZRQ6AF2THQPH2	A2RV6QX6SN4YIC	happy
3YLTXLH3DG98O9Z0GZRQ6AF2THQPH2	AYY9WMJIAPYQT	angry
35XW21VSVHH7NXYIZ1AIT7DKXI6SLS	A1T02KY1E9YI3I	neutral
35XW21VSVHH7NXYIZ1AIT7DKXI6SLS	AE03LUY7RH400	happy
35XW21VSVHH7NXYIZ1AIT7DKXI6SLS	A30ENTLELXJH32	neutral
307FVKVSYSIP6R7556DQCZFDOIZ47P	AYY9WMJIAPYQT	sad
307FVKVSYSIP6R7556DQCZFDOIZ47P	A107V1K6AZNU90	sad
307FVKVSYSIP6R7556DQCZFDOIZ47P	AJ43O59MBI55L	neutral
3MDKGGG61RQQJC8Q1X96ETR996W6TO	A681XM15AN28F	sad
3MDKGGG61RQQJC8Q1X96ETR996W6TO	AJ43O59MBI55L	neutral
3MDKGGG61RQQJC8Q1X96ETR996W6TO	A1JVUD5XUB9H48	neutral
3HY86PZXPZLTN7PW5W8UKB0RYLT1EV	A3P2O37EDC1H9V	sad
3HY86PZXPZLTN7PW5W8UKB0RYLT1EV	A16GH5GPKBX5GA	sad
3HY86PZXPZLTN7PW5W8UKB0RYLT1EV	A26OPH28YZPNP3	sad
3WGCNLZJKGBOV1BW91XAETI6Y9S1D2	AXQWKUJF7SQXP	neutral
3WGCNLZJKGBOV1BW91XAETI6Y9S1D2	A4Y8HWKCF1U6G	sad
3WGCNLZJKGBOV1BW91XAETI6Y9S1D2	A3P2O37EDC1H9V	disgust
3PGQRAZX03NRNW5HIGZ8NFFG6XAYSQ	A2LJUWMRB0FGWS	sad
3PGQRAZX03NRNW5HIGZ8NFFG6XAYSQ	AYOXZN5JZIHDT	sad
3PGQRAZX03NRNW5HIGZ8NFFG6XAYSQ	AE03LUY7RH400	sad
3CESM1J3EJ6IBTCKW2EH1DY8D0E6WE	A2RV6QX6SN4YIC	happy
3CESM1J3EJ6IBTCKW2EH1DY8D0E6WE	A15W6N8EGATQY2	neutral
3CESM1J3EJ6IBTCKW2EH1DY8D0E6WE	ASY5AZCZEM04L	angry
3HEM8MA6HAFL12Y3ZPEKFO73K4MPQY	A2RV6QX6SN4YIC	neutral
3HEM8MA6HAFL12Y3ZPEKFO73K4MPQY	A681XM15AN28F	sad
3HEM8MA6HAFL12Y3ZPEKFO73K4MPQY	AJ43O59MBI55L	sad
3Z33IC0JC1PSENED4ZCXZL6WWSJV93	A26OPH28YZPNP3	fear
3Z33IC0JC1PSENED4ZCXZL6WWSJV93	A299FHNBBCOGDT	surprise
3Z33IC0JC1PSENED4ZCXZL6WWSJV93	A61LR9E9L004M	disgust
338GLSUI44ELN5OMDQ7KYU800MKSFN	A3P2O37EDC1H9V	disgust
338GLSUI44ELN5OMDQ7KYU800MKSFN	A2QCMRCU1HVE7P	sad
338GLSUI44ELN5OMDQ7KYU800MKSFN	AJ43O59MBI55L	neutral
3R6RZGK0XGF7FOMLCB4DY2ZN514YVV	A1KPOY8TUVWK0Z	happy
3R6RZGK0XGF7FOMLCB4DY2ZN514YVV	A3FHW88B3A9O0W	neutral
3R6RZGK0XGF7FOMLCB4DY2ZN514YVV	A16GH5GPKBX5GA	happy
334ZEL5JX7IFTI1FCTQALOHESNBSO9	APEB5ERGCYP6D	disgust
334ZEL5JX7IFTI1FCTQALOHESNBSO9	A107V1K6AZNU90	happy
334ZEL5JX7IFTI1FCTQALOHESNBSO9	A2RV6QX6SN4YIC	fear
3B0MCRZMBSX01QXOZCZVFJHTF80PP7	A61LR9E9L004M	sad
3B0MCRZMBSX01QXOZCZVFJHTF80PP7	A39HQTITNY9TVJ	sad
3B0MCRZMBSX01QXOZCZVFJHTF80PP7	A681XM15AN28F	sad
3GL25Y6844XZPW22TNHKSS91C2YMXW	A2LHJN7Y7A7J2F	surprise
3GL25Y6844XZPW22TNHKSS91C2YMXW	AE03LUY7RH400	surprise
3GL25Y6844XZPW22TNHKSS91C2YMXW	AYY9WMJIAPYQT	surprise
3UY4PIS8QSOXHD29YVBDAYU0CDTN15	A1HTXEKQWZ2BIL	neutral
3UY4PIS8QSOXHD29YVBDAYU0CDTN15	A2RV6QX6SN4YIC	sad
3UY4PIS8QSOXHD29YVBDAYU0CDTN15	A24A69YAB0UI36	sad
3ZURAPD289QLTLPS07S02TLRAM81FD	A30VOAZX8XTNGW	happy
3ZURAPD289QLTLPS07S02TLRAM81FD	AE03LUY7RH400	happy
3ZURAPD289QLTLPS07S02TLRAM81FD	AYY9WMJIAPYQT	happy
38XPGNCKHU3RHH81N4G6IDVGA05V47	A1T02KY1E9YI3I	neutral
38XPGNCKHU3RHH81N4G6IDVGA05V47	A30VOAZX8XTNGW	sad
38XPGNCKHU3RHH81N4G6IDVGA05V47	APEB5ERGCYP6D	neutral
3Y40HMYLL2LI247B2P86J2QVPO1XUZ	A1T02KY1E9YI3I	neutral
3Y40HMYLL2LI247B2P86J2QVPO1XUZ	APEB5ERGCYP6D	neutral
3Y40HMYLL2LI247B2P86J2QVPO1XUZ	A30VOAZX8XTNGW	neutral
36AZSFEYZ53B2GTA2JQTQR1MKSMVBD	A2LHJN7Y7A7J2F	angry
36AZSFEYZ53B2GTA2JQTQR1MKSMVBD	AJ43O59MBI55L	angry
36AZSFEYZ53B2GTA2JQTQR1MKSMVBD	AE03LUY7RH400	angry
3DZKABX2ZJ8UCLLGGJMO1B742DMVCK	A1T02KY1E9YI3I	sad
3DZKABX2ZJ8UCLLGGJMO1B742DMVCK	A323JR6EQT5Q71	sad
3DZKABX2ZJ8UCLLGGJMO1B742DMVCK	A2P8VR6J0Q7GXS	fear
388FBO7JZSWU7JDCAKIMOL5AJY2YNE	A4Y8HWKCF1U6G	disgust
388FBO7JZSWU7JDCAKIMOL5AJY2YNE	AE03LUY7RH400	angry
388FBO7JZSWU7JDCAKIMOL5AJY2YNE	A2RV6QX6SN4YIC	neutral
32K26U12DOR4HDRUGFHZLHPMNDYVDK	A1IZXYBZFZAPAQ	surprise
32K26U12DOR4HDRUGFHZLHPMNDYVDK	AE03LUY7RH400	surprise
32K26U12DOR4HDRUGFHZLHPMNDYVDK	AJ43O59MBI55L	happy
3O0M2G5VC75TKAVYK3BAQV6JJ8N491	APEB5ERGCYP6D	neutral
3O0M2G5VC75TKAVYK3BAQV6JJ8N491	AE03LUY7RH400	neutral
3O0M2G5VC75TKAVYK3BAQV6JJ8N491	A1O4W7F05T6HY0	neutral
32TZXEA1OMNBV5S3GQWHBPO0LWZ41S	A2LHJN7Y7A7J2F	surprise
32TZXEA1OMNBV5S3GQWHBPO0LWZ41S	AJ43O59MBI55L	neutral
32TZXEA1OMNBV5S3GQWHBPO0LWZ41S	AYY9WMJIAPYQT	sad
3GITHABACZO46YK5HZBRFH454J7N2M	A39HQTITNY9TVJ	angry
3GITHABACZO46YK5HZBRFH454J7N2M	A26OPH28YZPNP3	angry
3GITHABACZO46YK5HZBRFH454J7N2M	A24A69YAB0UI36	angry
3BC9H1KCYVFKUDMQ2L99K4I1CA6YW5	AYY9WMJIAPYQT	surprise
3BC9H1KCYVFKUDMQ2L99K4I1CA6YW5	A2P8VR6J0Q7GXS	surprise
3BC9H1KCYVFKUDMQ2L99K4I1CA6YW5	A323JR6EQT5Q71	surprise
3VEI3XUCZS0LD3D3C43KKEH8GQOPRZ	A24A69YAB0UI36	happy
3VEI3XUCZS0LD3D3C43KKEH8GQOPRZ	AE03LUY7RH400	happy
3VEI3XUCZS0LD3D3C43KKEH8GQOPRZ	A3P2O37EDC1H9V	happy
3ZCC2DXSD87OJIHQHMRX513HNI6YY4	A3NLLGZF608INY	disgust
3ZCC2DXSD87OJIHQHMRX513HNI6YY4	A26OPH28YZPNP3	sad
3ZCC2DXSD87OJIHQHMRX513HNI6YY4	A4Y8HWKCF1U6G	disgust
3O2Y2UIUCRXNZMBE8HYI78HQJS7KFY	AE03LUY7RH400	angry
3O2Y2UIUCRXNZMBE8HYI78HQJS7KFY	A107V1K6AZNU90	sad
3O2Y2UIUCRXNZMBE8HYI78HQJS7KFY	AJ43O59MBI55L	sad
3PZDSVZ3J6KE9CZSLDUF8W13OX3N4I	A26OPH28YZPNP3	angry
3PZDSVZ3J6KE9CZSLDUF8W13OX3N4I	A2LHJN7Y7A7J2F	sad
3PZDSVZ3J6KE9CZSLDUF8W13OX3N4I	A1T02KY1E9YI3I	sad
3MG8450X2PDDTV5KGYYPPP4SNPSPU3	A30ENTLELXJH32	neutral
3MG8450X2PDDTV5KGYYPPP4SNPSPU3	AYY9WMJIAPYQT	neutral
3MG8450X2PDDTV5KGYYPPP4SNPSPU3	A39HQTITNY9TVJ	angry
307L9TDWJZVTRGGOLZPWYR9XAX7N3X	A16GH5GPKBX5GA	happy
307L9TDWJZVTRGGOLZPWYR9XAX7N3X	A29AML7RI4I0NT	happy
307L9TDWJZVTRGGOLZPWYR9XAX7N3X	A24A69YAB0UI36	happy
3D0LPO3EAC2CP4DOBZIZ3A5F987YOT	A30ENTLELXJH32	neutral
3D0LPO3EAC2CP4DOBZIZ3A5F987YOT	AE03LUY7RH400	angry
3D0LPO3EAC2CP4DOBZIZ3A5F987YOT	APEB5ERGCYP6D	surprise
3FK4G712NY3URAT8JA7J5TRFPCESS6	A2880Y23V0UITQ	angry
3FK4G712NY3URAT8JA7J5TRFPCESS6	A1T02KY1E9YI3I	disgust
3FK4G712NY3URAT8JA7J5TRFPCESS6	A2QCMRCU1HVE7P	disgust
3X0EMNLXEQSD6AUKLO8ULB6B1W1PVS	A26OPH28YZPNP3	sad
3X0EMNLXEQSD6AUKLO8ULB6B1W1PVS	AYY9WMJIAPYQT	angry
3X0EMNLXEQSD6AUKLO8ULB6B1W1PVS	A2LHJN7Y7A7J2F	fear
3ZRKL6Z1E96R15KHOAD2GF8C11KSGM	AYY9WMJIAPYQT	fear
3ZRKL6Z1E96R15KHOAD2GF8C11KSGM	A2RV6QX6SN4YIC	sad
3ZRKL6Z1E96R15KHOAD2GF8C11KSGM	A1O4W7F05T6HY0	fear
3V0TR1NRVB57PT53C9PAMQH3PQ54AG	APEB5ERGCYP6D	happy
3V0TR1NRVB57PT53C9PAMQH3PQ54AG	A1KPOY8TUVWK0Z	happy
3V0TR1NRVB57PT53C9PAMQH3PQ54AG	A30VOAZX8XTNGW	happy
3HRWUH63QV5W5V3SZIDPDO7HOTYN5N	A16GH5GPKBX5GA	surprise
3HRWUH63QV5W5V3SZIDPDO7HOTYN5N	A24A69YAB0UI36	neutral
3HRWUH63QV5W5V3SZIDPDO7HOTYN5N	APEB5ERGCYP6D	neutral
39AYGO6AFGNSOZ3641NU5ULHKO9N63	A2P8VR6J0Q7GXS	happy
39AYGO6AFGNSOZ3641NU5ULHKO9N63	A3P2O37EDC1H9V	happy
39AYGO6AFGNSOZ3641NU5ULHKO9N63	A1JVUD5XUB9H48	happy
3KL228NDMWPTDM79J140PTH2K77KGX	A16GH5GPKBX5GA	neutral
3KL228NDMWPTDM79J140PTH2K77KGX	A1T02KY1E9YI3I	neutral
3KL228NDMWPTDM79J140PTH2K77KGX	A30VOAZX8XTNGW	disgust
30OITAWPBR6NWMJTZAVTKKFNOD99HS	AE03LUY7RH400	happy
30OITAWPBR6NWMJTZAVTKKFNOD99HS	AYY9WMJIAPYQT	sad
30OITAWPBR6NWMJTZAVTKKFNOD99HS	A3P2O37EDC1H9V	sad
3NOEP8XAU555AZZFL39C9W3WH79PXV	AJ43O59MBI55L	neutral
3NOEP8XAU555AZZFL39C9W3WH79PXV	AYY9WMJIAPYQT	neutral
3NOEP8XAU555AZZFL39C9W3WH79PXV	A2RGDYBSWA09Q	angry
34OWYT6U3XKNSHUD5SDEKWG2OQO9IL	A1T02KY1E9YI3I	sad
34OWYT6U3XKNSHUD5SDEKWG2OQO9IL	AE03LUY7RH400	angry
34OWYT6U3XKNSHUD5SDEKWG2OQO9IL	A1JVUD5XUB9H48	neutral
382GHPVPHTU7586I3UA0ZI3XJGD43K	A39HQTITNY9TVJ	surprise
382GHPVPHTU7586I3UA0ZI3XJGD43K	A681XM15AN28F	sad
382GHPVPHTU7586I3UA0ZI3XJGD43K	AE03LUY7RH400	surprise
33N1S8XHHNORY2GS1JM75L19MR1Z1Y	A39VVWV1GHLMFD	happy
33N1S8XHHNORY2GS1JM75L19MR1Z1Y	A2RGDYBSWA09Q	happy
33N1S8XHHNORY2GS1JM75L19MR1Z1Y	APEB5ERGCYP6D	happy
3ZFRE2BDQAHZO31L8C7E0U5AR6GXZO	AYY9WMJIAPYQT	sad
3ZFRE2BDQAHZO31L8C7E0U5AR6GXZO	A2RV6QX6SN4YIC	neutral
3ZFRE2BDQAHZO31L8C7E0U5AR6GXZO	A3T5UAYFKJBVTA	neutral
30EV7DWJTWYM0Y7KB3W5MAJOO8E6YD	A2P8VR6J0Q7GXS	angry
30EV7DWJTWYM0Y7KB3W5MAJOO8E6YD	AE03LUY7RH400	sad
30EV7DWJTWYM0Y7KB3W5MAJOO8E6YD	A2LJUWMRB0FGWS	happy
3MVY4USGB7Q5XWQCEYD51RLSGECSIE	A1HTXEKQWZ2BIL	sad
3MVY4USGB7Q5XWQCEYD51RLSGECSIE	A2LHJN7Y7A7J2F	sad
3MVY4USGB7Q5XWQCEYD51RLSGECSIE	AE03LUY7RH400	angry
36KM3FWE3SF873P4M5QO0WP076J70C	A39VVWV1GHLMFD	sad
36KM3FWE3SF873P4M5QO0WP076J70C	A3P2O37EDC1H9V	sad
36KM3FWE3SF873P4M5QO0WP076J70C	A2LJUWMRB0FGWS	angry
3IZVJEBJ6BNM5OHP7PYO0HSQU2I6Z4	A2LJUWMRB0FGWS	neutral
3IZVJEBJ6BNM5OHP7PYO0HSQU2I6Z4	A39HQTITNY9TVJ	neutral
3IZVJEBJ6BNM5OHP7PYO0HSQU2I6Z4	A1JVUD5XUB9H48	neutral
3RHLQY6EDU75N08FWJGCCRP9AT24DI	AJ43O59MBI55L	neutral
3RHLQY6EDU75N08FWJGCCRP9AT24DI	AISFU4P55HYEH	sad
3RHLQY6EDU75N08FWJGCCRP9AT24DI	A3T5UAYFKJBVTA	sad
3NRZ1LDP7X9UFUZUMLXX6HJ7P77PZS	A39HQTITNY9TVJ	angry
3NRZ1LDP7X9UFUZUMLXX6HJ7P77PZS	AYY9WMJIAPYQT	surprise
3NRZ1LDP7X9UFUZUMLXX6HJ7P77PZS	A2JJ3531QBNT5K	surprise
3PKVGQTFIINFMH543RZ3X5AKKVRYR2	AYY9WMJIAPYQT	neutral
3PKVGQTFIINFMH543RZ3X5AKKVRYR2	A39HQTITNY9TVJ	sad
3PKVGQTFIINFMH543RZ3X5AKKVRYR2	A2JJ3531QBNT5K	neutral
3IH9TRB0FC253CRI1FYL5QYJQE01I4	A30VOAZX8XTNGW	sad
3IH9TRB0FC253CRI1FYL5QYJQE01I4	AYY9WMJIAPYQT	sad
3IH9TRB0FC253CRI1FYL5QYJQE01I4	AE03LUY7RH400	neutral
3IVEC1GSLQ21YNBOJXJLHRDJ3TP1JG	A3FHW88B3A9O0W	happy
3IVEC1GSLQ21YNBOJXJLHRDJ3TP1JG	A2QCMRCU1HVE7P	happy
3IVEC1GSLQ21YNBOJXJLHRDJ3TP1JG	AJ43O59MBI55L	happy
3T2HW4QDUWAWFE8DDIHS9TI7BL4C9M	AE03LUY7RH400	sad
3T2HW4QDUWAWFE8DDIHS9TI7BL4C9M	A1JVUD5XUB9H48	neutral
3T2HW4QDUWAWFE8DDIHS9TI7BL4C9M	A2QCMRCU1HVE7P	angry
3QMELQS6Y6ED3XVYX84BEEQRLLZ6RB	A323JR6EQT5Q71	sad
3QMELQS6Y6ED3XVYX84BEEQRLLZ6RB	A2RV6QX6SN4YIC	sad
3QMELQS6Y6ED3XVYX84BEEQRLLZ6RB	A30ENTLELXJH32	sad
3YO4AH2FPENIDLUJI4ZU0N6VCWAQ0S	A681XM15AN28F	sad
3YO4AH2FPENIDLUJI4ZU0N6VCWAQ0S	AE03LUY7RH400	sad
3YO4AH2FPENIDLUJI4ZU0N6VCWAQ0S	A30VOAZX8XTNGW	sad
3L21G7IH48ZRTC6N5XKORES7GXXY16	A2JJ3531QBNT5K	neutral
3L21G7IH48ZRTC6N5XKORES7GXXY16	A1O4W7F05T6HY0	neutral
3L21G7IH48ZRTC6N5XKORES7GXXY16	A1ZGOZQF2VZ0X9	neutral
34XASH8KLRPUGN0B7W73YFNYA3PPMB	A30ENTLELXJH32	happy
34XASH8KLRPUGN0B7W73YFNYA3PPMB	A1T02KY1E9YI3I	happy
34XASH8KLRPUGN0B7W73YFNYA3PPMB	A1ZGOZQF2VZ0X9	happy
3RQVKZ7ZRLMF3DSI1SU2JKIF44372W	A1ZGOZQF2VZ0X9	surprise
3RQVKZ7ZRLMF3DSI1SU2JKIF44372W	AE03LUY7RH400	sad
3RQVKZ7ZRLMF3DSI1SU2JKIF44372W	A1G0W1P43RTBKK	surprise
3W0XM68YZQYW97H61IJXI6DWIIP1KF	A2JJ3531QBNT5K	surprise
3W0XM68YZQYW97H61IJXI6DWIIP1KF	A323JR6EQT5Q71	surprise
3W0XM68YZQYW97H61IJXI6DWIIP1KF	AE03LUY7RH400	surprise
39WICJI5AUVN85U7ON0QTEG6KBFZ3Q	A24PSDAQU6G83	angry
39WICJI5AUVN85U7ON0QTEG6KBFZ3Q	A1JVUD5XUB9H48	neutral
39WICJI5AUVN85U7ON0QTEG6KBFZ3Q	A2JJ3531QBNT5K	surprise
3QI9WAYOGREP4CVBCX4G4OVN7NI6SZ	A1JVUD5XUB9H48	fear
3QI9WAYOGREP4CVBCX4G4OVN7NI6SZ	A2JJ3531QBNT5K	sad
3QI9WAYOGREP4CVBCX4G4OVN7NI6SZ	A3T5UAYFKJBVTA	sad
3UV0D2KX1NM2LKMBNPB20RSUM6I4FT	A1O4W7F05T6HY0	neutral
3UV0D2KX1NM2LKMBNPB20RSUM6I4FT	A1T02KY1E9YI3I	angry
3UV0D2KX1NM2LKMBNPB20RSUM6I4FT	A30VOAZX8XTNGW	angry
37MQ8Z1JQFZYIXOJO1K2WX2C83BY2N	APEB5ERGCYP6D	sad
37MQ8Z1JQFZYIXOJO1K2WX2C83BY2N	A16GH5GPKBX5GA	angry
37MQ8Z1JQFZYIXOJO1K2WX2C83BY2N	A1HTXEKQWZ2BIL	angry
3RBI0I35XF6N3FK2S1Y7F774EHBY3Y	A3P2O37EDC1H9V	neutral
3RBI0I35XF6N3FK2S1Y7F774EHBY3Y	AE03LUY7RH400	sad
3RBI0I35XF6N3FK2S1Y7F774EHBY3Y	A2LHJN7Y7A7J2F	sad
3LB1BGHFL3ZS2WIW7G4YXKB28GOYTF	A1T02KY1E9YI3I	neutral
3LB1BGHFL3ZS2WIW7G4YXKB28GOYTF	A30ENTLELXJH32	neutral
3LB1BGHFL3ZS2WIW7G4YXKB28GOYTF	ASY5AZCZEM04L	angry
3QGTX7BCHQ5QMKHB26OJ8BEQY76Z5G	A1G0W1P43RTBKK	disgust
3QGTX7BCHQ5QMKHB26OJ8BEQY76Z5G	A1JVUD5XUB9H48	fear
3QGTX7BCHQ5QMKHB26OJ8BEQY76Z5G	A2LHJN7Y7A7J2F	angry
3I7KR83SNBGEYCK15VYQXCVFGUD9KW	A681XM15AN28F	disgust
3I7KR83SNBGEYCK15VYQXCVFGUD9KW	A1JVUD5XUB9H48	disgust
3I7KR83SNBGEYCK15VYQXCVFGUD9KW	A2P8VR6J0Q7GXS	angry
309D674SH0OF37NAB2VO0ZDXZL7CBW	A2RGDYBSWA09Q	happy
309D674SH0OF37NAB2VO0ZDXZL7CBW	AE03LUY7RH400	neutral
309D674SH0OF37NAB2VO0ZDXZL7CBW	A1JVUD5XUB9H48	disgust
3O71U79SRCSRTFG3ZDBXTKS9XNWSMU	AYY9WMJIAPYQT	sad
3O71U79SRCSRTFG3ZDBXTKS9XNWSMU	A39HQTITNY9TVJ	neutral
3O71U79SRCSRTFG3ZDBXTKS9XNWSMU	A24A69YAB0UI36	happy
39I4RL8QGKKMZGDHIFZ23C472LV4HR	ASY5AZCZEM04L	neutral
39I4RL8QGKKMZGDHIFZ23C472LV4HR	AXVEBBS48RC53	neutral
39I4RL8QGKKMZGDHIFZ23C472LV4HR	A3P2O37EDC1H9V	neutral
3NQUW096N7BPII2JQVARCC8U5UI9LZ	A1QR2AQ7I9R950	angry
3NQUW096N7BPII2JQVARCC8U5UI9LZ	A39HQTITNY9TVJ	sad
3NQUW096N7BPII2JQVARCC8U5UI9LZ	A681XM15AN28F	fear
3UY4PIS8QSOXHD29YVBDAYU0CDU1NK	A2QCMRCU1HVE7P	surprise
3UY4PIS8QSOXHD29YVBDAYU0CDU1NK	A1JVUD5XUB9H48	neutral
3UY4PIS8QSOXHD29YVBDAYU0CDU1NK	AYY9WMJIAPYQT	neutral
3GMLHYZ0LF0729XL7LU82GX4RUVYU6	AE03LUY7RH400	angry
3GMLHYZ0LF0729XL7LU82GX4RUVYU6	A1G0W1P43RTBKK	angry
3GMLHYZ0LF0729XL7LU82GX4RUVYU6	A1JVUD5XUB9H48	angry
3LEG2HW4UGQSI67OJBSE7CVW2SMF28	A2JJ3531QBNT5K	angry
3LEG2HW4UGQSI67OJBSE7CVW2SMF28	A1JVUD5XUB9H48	angry
3LEG2HW4UGQSI67OJBSE7CVW2SMF28	A3T5UAYFKJBVTA	surprise
38VTL6WC4BGQHU766KM0U45OSD2Y5O	A107V1K6AZNU90	sad
38VTL6WC4BGQHU766KM0U45OSD2Y5O	A16GH5GPKBX5GA	sad
38VTL6WC4BGQHU766KM0U45OSD2Y5O	A24A69YAB0UI36	sad
3RWO3EJELICXKYEMEAO5ENZVCSV1PG	A1IZXYBZFZAPAQ	angry
3RWO3EJELICXKYEMEAO5ENZVCSV1PG	A2JJ3531QBNT5K	angry
3RWO3EJELICXKYEMEAO5ENZVCSV1PG	A1T02KY1E9YI3I	angry
3VCK0Q0PO6HXAOHR2C7DWTBQ7LNN02	AE03LUY7RH400	happy
3VCK0Q0PO6HXAOHR2C7DWTBQ7LNN02	A2RV6QX6SN4YIC	happy
